"","X.3","X.2","X.1","X","institutionCode","collectionCode","collectionID","occurrenceID","catalogNumber","family","scientificName","taxonID","scientificNameAuthorship","genus","subgenus","specificEpithet","verbatimTaxonRank","infraspecificEpithet","cultivarEpithet","taxonRank","identifiedBy","dateIdentified","identificationReferences","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","sex","individualCount","country","countryCode","stateProvince","county","municipality","locality","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","rights.x","recordID","references","identifier","accessURI","thumbnailAccessURI","goodQualityAccessURI","rights.y","Owner","creator","UsageTerms","total_n","median_itd","sd_itd","verbatimScientificName","acceptedSpecies","developmentYear","tmean_annual","ppt_annual","urban_fraction","cropland_fraction","grazing_fraction","pasture_fraction","nlcd_year","nlcd_value","nlcd_class"
"5382",5382,7742,7742,7742,NA,NA,NA,NA,"LACMENTB000599","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/05/1950",1950,8,5,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Saddle Peak",NA,34.08,-118.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.41027972,0.099451896,"Bombus californicus Smith, 1854","Bombus californicus",1950,9.027000427,1218.9480288,0,0.570847511,2.114523411,0,NA,NA,NA
"5383",5383,7553,7553,7553,NA,NA,NA,NA,"LACMENTB000600","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/21/52",1952,6,21,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Topanga Canyon, Santa Monica Mountains, Santa Monica Mountains National Recreation Area",NA,34.1,-118.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.382493926,0.072725651,"Bombus californicus Smith, 1854","Bombus californicus",1952,11.63400078,5483.4598392,2,8.254477501,18.37998581,0,NA,NA,NA
"5384",5384,7554,7554,7554,NA,NA,NA,NA,"LACMENTB000601","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/21/52",1952,6,21,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Topanga Canyon, Santa Monica Mountains, Santa Monica Mountains National Recreation Area",NA,34.1,-118.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.338110773,0.031084286,"Bombus californicus Smith, 1854","Bombus californicus",1952,11.63400078,5483.4598392,2,8.254477501,18.37998581,0,NA,NA,NA
"5385",5385,7421,7421,7421,NA,NA,NA,NA,"LACMENTB000602","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/53",1953,8,18,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Rustic Canyon",NA,34.03,-118.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.381619278,0.162419601,"Bombus californicus Smith, 1854","Bombus californicus",1953,15.57000065,438.98400876,20,0,0,0,NA,NA,NA
"5386",5386,6784,6784,6784,NA,NA,NA,NA,"LACMENTB000603","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/23/56",1956,7,23,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Rancho Palos Verdes",NA,33.74,-118.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.469319891,0.126515591,"Bombus californicus Smith, 1854","Bombus californicus",1956,12.75900078,2033.7000732,0,0.526147306,2.134966135,0,NA,NA,NA
"5387",5387,3935,3935,3935,NA,NA,NA,NA,"LACMENTB000604","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/24/71",1971,6,24,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Tapia County Park, Malibu Creek",NA,34.08,-118.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.446200408,0.087177718,"Bombus californicus Smith, 1854","Bombus californicus",1971,13.81100082,497.91600036,0,0.552025497,2.756799459,0,NA,NA,NA
"5388",5388,3936,3936,3936,NA,NA,NA,NA,"LACMENTB000605","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/25/71",1971,6,25,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Tapia County Park, Malibu Creek",NA,34.08,-118.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.437562066,0.05873343,"Bombus californicus Smith, 1854","Bombus californicus",1971,13.81100082,497.91600036,0,0.552025497,2.756799459,0,NA,NA,NA
"5389",5389,3937,3937,3937,NA,NA,NA,NA,"LACMENTB000606","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/28/71",1971,6,28,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Tapia County Park, Malibu Creek",NA,34.08,-118.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.407711556,0.059335706,"Bombus californicus Smith, 1854","Bombus californicus",1971,13.81100082,497.91600036,0,0.552025497,2.756799459,0,NA,NA,NA
"5390",5390,3938,3938,3938,NA,NA,NA,NA,"LACMENTB000607","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/28/71",1971,6,28,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Tapia County Park, Malibu Creek",NA,34.08,-118.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.391514401,0.044242581,"Bombus californicus Smith, 1854","Bombus californicus",1971,13.81100082,497.91600036,0,0.552025497,2.756799459,0,NA,NA,NA
"5391",5391,3939,3939,3939,NA,NA,NA,NA,"LACMENTB000608","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/28/71",1971,6,28,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Tapia County Park, Malibu Creek",NA,34.08,-118.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.366600746,0.05001056,"Bombus californicus Smith, 1854","Bombus californicus",1971,13.81100082,497.91600036,0,0.552025497,2.756799459,0,NA,NA,NA
"5392",5392,3940,3940,3940,NA,NA,NA,NA,"LACMENTB000609","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/12/1971",1971,6,12,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Tapia County Park, Malibu Creek",NA,34.08,-118.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.344659198,0.06408038,"Bombus californicus Smith, 1854","Bombus californicus",1971,13.81100082,497.91600036,0,0.552025497,2.756799459,0,NA,NA,NA
"5393",5393,3941,3941,3941,NA,NA,NA,NA,"LACMENTB000610","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/27/71",1971,6,27,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Tapia County Park, Malibu Creek",NA,34.08,-118.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.410925265,0.057872298,"Bombus californicus Smith, 1854","Bombus californicus",1971,13.81100082,497.91600036,0,0.552025497,2.756799459,0,NA,NA,NA
"5394",5394,3471,3471,3471,NA,NA,NA,NA,"LACMENTB000611","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/05/1975",1975,8,5,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"California State University Northridge",NA,34.24,-118.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.317722442,0.015921333,"Bombus californicus Smith, 1854","Bombus californicus",1975,13.00900078,21.096000192,0,1.50090158,0.170354292,0,NA,NA,NA
"5395",5395,3472,3472,3472,NA,NA,NA,NA,"LACMENTB000612","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/05/1975",1975,8,5,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"California State University Northridge",NA,34.24,-118.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.317494407,0.038082437,"Bombus californicus Smith, 1854","Bombus californicus",1975,13.00900078,21.096000192,0,1.50090158,0.170354292,0,NA,NA,NA
"5396",5396,3942,3942,3942,NA,NA,NA,NA,"LACMENTB000615","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/11/1971",1971,7,11,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Pacoima Wash",NA,34.28,-118.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.38303898,0.063343474,"Bombus californicus Smith, 1854","Bombus californicus",1971,12.38300037,304.79999544,36,3.771583557,10.02721596,10.02721596,NA,NA,NA
"5397",5397,3697,3697,3697,NA,NA,NA,NA,"LACMENTB000616","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/13/73",1973,7,13,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Juniper Hills",NA,34.44,-117.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.438445925,0.048706091,"Bombus californicus Smith, 1854","Bombus californicus",1973,2.881000042,559.17599484,1,1.254476666,52.01189423,52.01189423,NA,NA,NA
"5398",5398,3696,3696,3696,NA,NA,NA,NA,"LACMENTB000617","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/09/1973",1973,6,9,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Big Rock Creek, San Gabriel Mountains",NA,34.4,-117.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.389976809,0.07417153,"Bombus californicus Smith, 1854","Bombus californicus",1973,1.621000051,803.3759766,0,0,0,0,NA,NA,NA
"5399",5399,4001,4001,4001,NA,NA,NA,NA,"LACMENTB000618","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/16/70",1970,8,16,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"San Miguel Island",NA,34.04,-120.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.381884502,0.039900787,"Bombus californicus Smith, 1854","Bombus californicus",1970,11.63800049,803.54397588,0,NA,NA,NA,NA,NA,NA
"5400",5400,3194,3194,3194,NA,NA,NA,NA,"LACMENTB000619","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/11/1979",1979,7,11,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Point Conception",NA,34.45,-120.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.298531613,0.022755235,"Bombus californicus Smith, 1854","Bombus californicus",1979,10.5710001,1206.875976,0,3.15342164,18.54852486,0,NA,NA,NA
"5401",5401,7936,7936,7936,NA,NA,NA,NA,"LACMENTB000620","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/07/2046",1946,4,7,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Santa Rosa Indian Reservation",NA,33.56,-116.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.354329445,0.043121641,"Bombus californicus Smith, 1854","Bombus californicus",1946,5.799000263,179.87999724,0,0.062841877,24.21689415,0,NA,NA,NA
"5402",5402,2915,2915,2915,NA,NA,NA,NA,"LACMENTB000621","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/07/1983",1983,6,7,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Oak Glen",NA,34.05,-116.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.470005295,0.121310975,"Bombus californicus Smith, 1854","Bombus californicus",1983,7.372000217,2003.2199712,1,0.288712412,18.76388741,18.76388741,NA,NA,NA
"5403",5403,2916,2916,2916,NA,NA,NA,NA,"LACMENTB000622","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/11/1983",1983,7,11,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Rose Valley Falls Campground, ca 6.6 air mi NNE Ojai",NA,34.53,-119.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.33635358,0.058200776,"Bombus californicus Smith, 1854","Bombus californicus",1983,7.9010005,3875.0039064,0,0,0,0,NA,NA,NA
"5404",5404,4350,4350,4350,NA,NA,NA,NA,"LACMENTB000623","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/19/67",1967,8,19,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"De Luz",NA,33.44,-117.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.453563269,0.11950432,"Bombus californicus Smith, 1854","Bombus californicus",1967,12.54700089,1792.5959472,0,2.460463524,34.24178314,0,NA,NA,NA
"5405",5405,3087,3087,3087,NA,NA,NA,NA,"LACMENTB000624","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/28/80",1980,7,28,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Bartlett Springs Road, 8.2 mi NE jct Hwy 20",NA,39.14,-122.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.414399399,0.065439474,"Bombus californicus Smith, 1854","Bombus californicus",1980,7.156000137,3920.363892,0,2.88737011,16.16477585,0,NA,NA,NA
"5406",5406,3088,3088,3088,NA,NA,NA,NA,"LACMENTB000625","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/28/80",1980,7,28,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Bartlett Springs Road, 8.2 mi NE jct Hwy 20",NA,39.14,-122.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.371648103,0.033019649,"Bombus californicus Smith, 1854","Bombus californicus",1980,7.156000137,3920.363892,0,2.88737011,16.16477585,0,NA,NA,NA
"5407",5407,5638,5638,5638,NA,NA,NA,NA,"LACMENTB000626","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/16/61",1961,7,16,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Long Barn",NA,38.09,-120.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.351517851,0.063714569,"Bombus californicus Smith, 1854","Bombus californicus",1961,5.7760005,555.08399964,0,0,0,0,NA,NA,NA
"5408",5408,8208,8208,8208,NA,NA,NA,NA,"LACMENTB000627","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/10/2037",1937,4,10,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Placerville",NA,38.73,-120.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.396902499,0.066982782,"Bombus californicus Smith, 1854","Bombus californicus",1937,0.41900003,2249.1480108,15,10.79850388,7.153420448,7.153420448,NA,NA,NA
"5409",5409,5878,5878,5878,NA,NA,NA,NA,"LACMENTB000628","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/19/60",1960,4,19,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"San Bruno Mountain, San Bruno Mountain State Park",NA,37.69,-122.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.417520592,0.032826439,"Bombus californicus Smith, 1854","Bombus californicus",1960,9.598000526,1551.5639652,0,1.722478509,7.357677937,7.357677937,NA,NA,NA
"5410",5410,8001,8001,8001,NA,NA,NA,NA,"LACMENTB000629","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/23/40",1940,5,23,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Idyllwild, Strawberry Valley, San Jacinto Mountains, San Bernardino National Forest",NA,33.75,-116.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.333334746,0.04977123,"Bombus californicus Smith, 1854","Bombus californicus",1940,5.408000469,2010.9840084,5,0,0,0,NA,NA,NA
"5411",5411,7422,7422,7422,NA,NA,NA,NA,"LACMENTB000630","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/25/53",1953,7,25,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Malibu Lake",NA,34.11,-118.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.402080442,0.099921456,"Bombus californicus Smith, 1854","Bombus californicus",1953,15.20700073,393.58799748,2,1.299737215,27.71512604,0,NA,NA,NA
"5412",5412,8119,8119,8119,NA,NA,NA,NA,"LACMENTB000631","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2038",1938,7,7,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Al Bahr Shrine Camp, Laguna Mountains",NA,32.9,-116.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.436534771,0.065156413,"Bombus californicus Smith, 1854","Bombus californicus",1938,5.80300045,847.88397216,0,0.299087644,2.485434532,0,NA,NA,NA
"5413",5413,8120,8120,8120,NA,NA,NA,NA,"LACMENTB000632","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2038",1938,7,7,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Al Bahr Shrine Camp, Laguna Mountains",NA,32.9,-116.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.443565113,0.058220902,"Bombus californicus Smith, 1854","Bombus californicus",1938,5.80300045,847.88397216,0,0.299087644,2.485434532,0,NA,NA,NA
"5414",5414,8488,8488,8488,NA,NA,NA,NA,"LACMENTB000633","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/24/28",1928,7,24,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"Mirror Lake, Yosemite Valley, Yosemite National Park",NA,37.75,-119.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.362592484,0.074721769,"Bombus californicus Smith, 1854","Bombus californicus",1928,2.908000231,998.9760132,0,0,0,0,NA,NA,NA
"5415",5415,5637,5637,5637,NA,NA,NA,NA,"LACMENTB000634","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/15/61",1961,6,15,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"1 mi S Frazier Park",NA,34.81,-118.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.367778366,0.096144664,"Bombus californicus Smith, 1854","Bombus californicus",1961,4.295000076,336.45600132,0,0.625447214,14.91362572,14.91362572,NA,NA,NA
"5416",5416,8122,8122,8122,NA,NA,NA,NA,"LACMENTB000635","Apidae","Bombus californicus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/07/2038",1938,7,7,NA,NA,NA,NA,NA,"male",NA,"United States",NA,"California",NA,NA,"San Lucas Creek",NA,34.56511,-120.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.438275148,0.080160183,"Bombus californicus Smith, 1854","Bombus californicus",1938,11.67400074,477.32400516,0,0.733089924,3.293157339,0,NA,NA,NA
"5417",5417,5883,5883,5883,NA,NA,NA,NA,"LACMENTB000893","Apidae","Bombus terricola",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/13/60",1960,3,13,NA,NA,NA,NA,NA,"female",NA,"United States",NA,"California",NA,NA,"San Miguel Hills",NA,37.74,-122.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.589219526,0.047867464,"Bombus terricola Kirby, 1837","Bombus terricola",1960,9.535000801,1571.5920408,0,1.722478509,7.357677937,7.357677937,NA,NA,NA
"5418",5418,5884,5884,5884,NA,NA,NA,NA,"LACMENTB000894","Apidae","Bombus terricola",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/13/60",1960,3,13,NA,NA,NA,NA,NA,"female",NA,"United States",NA,"California",NA,NA,"San Miguel Hills",NA,37.74,-122.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.636827,0.093446838,"Bombus terricola Kirby, 1837","Bombus terricola",1960,9.535000801,1571.5920408,0,1.722478509,7.357677937,7.357677937,NA,NA,NA
"5419",5419,5639,5639,5639,NA,NA,NA,NA,"LACMENTB000895","Apidae","Bombus terricola",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/30/61",1961,4,30,NA,NA,NA,NA,NA,"female",NA,"United States",NA,"California",NA,NA,"Laguna Puerca [= Pine Lake Park]",NA,37.74,-122.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.606740399,0.067404933,"Bombus terricola Kirby, 1837","Bombus terricola",1961,9.36700058,730.12802124,331,1.514698625,5.980539799,5.980539799,NA,NA,NA
"5420",5420,8197,8197,8197,NA,NA,NA,NA,"LACMENTB001051","Apidae","Bombus appositus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/25/37",1937,6,25,NA,NA,NA,NA,NA,"female",NA,"United States",NA,"California",NA,NA,"Leavitt Meadow, near Sonora Pass",NA,38.32,-119.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.553283379,0.065015063,"Bombus appositus Cresson, 1879","Bombus appositus",1937,-11.01300049,1607.0760504,0,0,0,0,NA,NA,NA
"5421",5421,7238,7238,7238,NA,NA,NA,NA,"LACMENTB001052","Apidae","Bombus appositus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/17/54",1954,5,17,NA,NA,NA,NA,NA,"female",NA,"United States",NA,"California",NA,NA,"McGee Creek",NA,37.91,-118.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.584919135,0.071444668,"Bombus appositus Cresson, 1879","Bombus appositus",1954,0.969000041,424.4640198,0,0.038642444,54.35097504,0,NA,NA,NA
"5422",5422,4084,4084,4084,NA,NA,NA,NA,"LACMENTB001053","Apidae","Bombus appositus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/12/1969",1969,6,12,NA,NA,NA,NA,NA,"female",NA,"United States",NA,"California",NA,NA,"5.2 mi NW Cedarville",NA,41.55,-120.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.344176736,0.030716721,"Bombus appositus Cresson, 1879","Bombus appositus",1969,-2.827000141,1965.9840084,0,0.036772635,9.561741829,0,NA,NA,NA
"5423",5423,6094,6094,6094,NA,NA,NA,NA,"LACMENTB001054","Apidae","Bombus appositus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/21/59",1959,8,21,NA,NA,NA,NA,NA,"female",NA,"United States",NA,"California",NA,NA,"Sonora Pass",NA,38.32,-119.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.562251884,0.053409837,"Bombus appositus Cresson, 1879","Bombus appositus",1959,-3.546000242,2672.0639652,0,0,0,0,NA,NA,NA
"5424",5424,6095,6095,6095,NA,NA,NA,NA,"LACMENTB001055","Apidae","Bombus appositus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/15/59",1959,8,15,NA,NA,NA,NA,NA,"female",NA,"United States",NA,"California",NA,NA,"Sonora Pass",NA,38.32,-119.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.450472208,0.140932827,"Bombus appositus Cresson, 1879","Bombus appositus",1959,-3.546000242,2672.0639652,0,0,0,0,NA,NA,NA
"5425",5425,6096,6096,6096,NA,NA,NA,NA,"LACMENTB001056","Apidae","Bombus appositus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/16/59",1959,8,16,NA,NA,NA,NA,NA,"female",NA,"United States",NA,"California",NA,NA,"Sonora Pass",NA,38.32,-119.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.409301206,0.037740271,"Bombus appositus Cresson, 1879","Bombus appositus",1959,-3.546000242,2672.0639652,0,0,0,0,NA,NA,NA
"5426",5426,7675,7675,7675,NA,NA,NA,NA,"LACMENTB001057","Apidae","Bombus appositus",NA,NA,"Bombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/16/51",1951,7,16,NA,NA,NA,NA,NA,"female",NA,"United States",NA,"California",NA,NA,"Sonora Pass",NA,38.33,-119.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.533251885,0.084107935,"Bombus appositus Cresson, 1879","Bombus appositus",1951,-6.240000248,2017.2359616,0,0.251121372,5.420175552,0,NA,NA,NA
